question_id,global_id,category_id,category_name,pred_answer,answer,correct
h0OHi9uAcBo_1,global_023261,3,Action Transition,B,B,True
liRm38L9EC4_1,global_023265,,,C,E,False
zk6fgbXI5AE_0,global_023266,1,Change Detection,A,D,False
zk6fgbXI5AE_1,global_023267,1,Change Detection,D,D,True
kLuqCtnKr_8_1,global_023272,3,Action Transition,B,B,True
kLuqCtnKr_8_0,global_023271,3,Action Transition,C,C,True
5zbV24vyO44_0,global_023273,3,Action Transition,C,B,False
bUaFXONIXzM_1,global_023270,1,Change Detection,E,C,False
bUaFXONIXzM_0,global_023269,1,Change Detection,E,D,False
5zbV24vyO44_1,global_023274,3,Action Transition,B,B,True
OGaML8Gg8JQ_0,global_023275,,,A,A,True
OGaML8Gg8JQ_1,global_023276,,,A,E,False
otaJfBSlsG8_0,global_023277,,,F,D,False
otaJfBSlsG8_1,global_023278,,,E,A,False
60-ADf8OL9A_0,global_023279,1,Change Detection,C,E,False
60-ADf8OL9A_1,global_023280,1,Change Detection,D,B,False
VL259eBJ68w_0,global_023281,5,Holistic Understanding of Events,A,A,True
d8H7hgQY9ew_0,global_023283,5,Holistic Understanding of Events,D,C,False
VL259eBJ68w_1,global_023282,5,Holistic Understanding of Events,B,E,False
d8H7hgQY9ew_1,global_023284,5,Holistic Understanding of Events,C,E,False
LYvStKy8iAc_0,global_023285,3,Action Transition,B,B,True
LYvStKy8iAc_1,global_023286,3,Action Transition,D,A,False
rIU_BQEuKQ8_0,global_023287,5,Holistic Understanding of Events,C,A,False
X0U3fP0tZyY_0,global_023288,3,Action Transition,B,B,True
X0U3fP0tZyY_1,global_023289,1,Change Detection,B,B,True
NexB4vj8_54_1,global_023291,5,Holistic Understanding of Events,C,C,True
NexB4vj8_54_0,global_023290,5,Holistic Understanding of Events,A,A,True
Ng2rNm6Nwsg_0,global_023294,3,Action Transition,D,D,True
JpjytHmGHZ4_0,global_023292,5,Holistic Understanding of Events,E,E,True
JpjytHmGHZ4_1,global_023293,5,Holistic Understanding of Events,D,D,True
Ng2rNm6Nwsg_1,global_023295,5,Holistic Understanding of Events,C,E,False
BktEeBeA7a8_1,global_023297,1,Change Detection,A,E,False
BktEeBeA7a8_0,global_023296,2,Interaction Recognition,B,B,True
ydm72ftJStQ_1,global_023299,5,Holistic Understanding of Events,C,C,True
ydm72ftJStQ_0,global_023298,1,Change Detection,F,D,False
88LbBgZP1vQ_1,global_023301,1,Change Detection,A,A,True
88LbBgZP1vQ_0,global_023300,1,Change Detection,E,E,True
3JzhP8qfbqE_0,global_023304,,,C,C,True
F7RSW-2rF4w_1,global_023303,,,A,E,False
3JzhP8qfbqE_1,global_023305,,,B,D,False
wq90Upjaij8_0,global_023306,1,Change Detection,C,C,True
wq90Upjaij8_1,global_023307,1,Change Detection,D,A,False
dE5iWeCVpGI_0,global_023308,5,Holistic Understanding of Events,B,E,False
jJGbXCCU5yc_1,global_023311,,,C,C,True
F7RSW-2rF4w_0,global_023302,,,D,A,False
jJGbXCCU5yc_0,global_023310,5,Holistic Understanding of Events,B,B,True
dE5iWeCVpGI_1,global_023309,5,Holistic Understanding of Events,A,A,True
D7VYbsORD8k_1,global_023315,2,Interaction Recognition,B,B,True
D7VYbsORD8k_0,global_023314,1,Change Detection,A,A,True
7rMgpExA4kM_0,global_023318,3,Action Transition,C,C,True
sv4wLIbSDqo_0,global_023316,1,Change Detection,C,C,True
WpbB_swXHkc_1,global_023313,,,A,E,False
sv4wLIbSDqo_1,global_023317,1,Change Detection,A,C,False
7rMgpExA4kM_1,global_023319,3,Action Transition,B,C,False
lN3WnXMaE0o_0,global_023320,1,Change Detection,D,C,False
lN3WnXMaE0o_1,global_023321,1,Change Detection,A,B,False
vJ9hYCUDHTo_0,global_023324,,,A,B,False
Q47I8AdRgzc_0,global_023326,1,Change Detection,D,E,False
Fq3zbbp-lv4_1,global_023323,,,B,D,False
vJ9hYCUDHTo_1,global_023325,,,C,E,False
Q47I8AdRgzc_1,global_023327,1,Change Detection,C,E,False
tPQf5sB03ZE_0,global_023328,1,Change Detection,D,D,True
tPQf5sB03ZE_1,global_023329,1,Change Detection,D,A,False
c6fuIEzOZ2E_0,global_023331,,,C,B,False
PzUxuZ-KGsU_0,global_023330,,,B,B,True
0mEN5Jf2hU0_0,global_023333,3,Action Transition,C,C,True
Fq3zbbp-lv4_0,global_023322,,,B,C,False
WpbB_swXHkc_0,global_023312,,,F,B,False
ZoUsR8t8IxE_0,global_023335,5,Holistic Understanding of Events,D,D,True
0mEN5Jf2hU0_1,global_023334,3,Action Transition,C,D,False
22iOyzE8Ec0_0,global_023336,3,Action Transition,D,D,True
c6fuIEzOZ2E_1,global_023332,,,A,B,False
22iOyzE8Ec0_1,global_023337,3,Action Transition,D,D,True
JwoBdRC2fzE_0,global_023338,5,Holistic Understanding of Events,D,D,True
JwoBdRC2fzE_1,global_023339,5,Holistic Understanding of Events,D,B,False
qYnloYaeQA8_0,global_023340,,,D,D,True
zda-T6wrEhs_0,global_023343,5,Holistic Understanding of Events,D,B,False
qYnloYaeQA8_1,global_023341,,,C,C,True
Oht0i1DACcA_0,global_023342,1,Change Detection,C,C,True
zda-T6wrEhs_1,global_023344,5,Holistic Understanding of Events,A,D,False
-kaF6SnSEo8_0,global_023345,,,C,C,True
-kaF6SnSEo8_1,global_023346,,,B,A,False
P0BSTjziVys_0,global_023347,,,A,B,False
P0BSTjziVys_1,global_023348,,,C,C,True
JASFwBtUK40_0,global_023349,,,B,D,False
JASFwBtUK40_1,global_023350,,,A,B,False
athabNMGceo_0,global_023351,,,C,C,True
SCZ_Z4NnikA_0,global_023353,,,B,A,False
SCZ_Z4NnikA_1,global_023354,,,B,B,True
athabNMGceo_1,global_023352,,,B,B,True
jdbG9gmg_SA_1,global_023355,5,Holistic Understanding of Events,D,C,False
PQRyGacBRA4_0,global_023356,,,C,D,False
HAED3riiZkw_1,global_023360,5,Holistic Understanding of Events,E,D,False
Efuyl2Anehg_0,global_023358,,,A,A,True
HAED3riiZkw_0,global_023359,1,Change Detection,D,D,True
PQRyGacBRA4_1,global_023357,,,A,C,False
0_YDrJoUe8s_0,global_023361,1,Change Detection,E,E,True
0_YDrJoUe8s_1,global_023362,1,Change Detection,B,A,False
TFbGLEZ4qt0_0,global_023363,5,Holistic Understanding of Events,E,E,True
TFbGLEZ4qt0_1,global_023364,5,Holistic Understanding of Events,A,B,False
VwZeSoYugZk_1,global_023366,,,C,C,True
ip8khYCMb8Y_0,global_023367,1,Change Detection,C,C,True
ip8khYCMb8Y_1,global_023368,1,Change Detection,C,E,False
VwZeSoYugZk_0,global_023365,,,C,B,False
8_MG-E8QlBM_0,global_023369,3,Action Transition,E,E,True
8_MG-E8QlBM_1,global_023370,2,Interaction Recognition,C,C,True
Lc7RikDaa30_1,global_023372,5,Holistic Understanding of Events,B,B,True
aoxy2e7j9Bc_1,global_023376,,,E,E,True
lCvQtGVhUrc_0,global_023373,1,Change Detection,C,C,True
aoxy2e7j9Bc_0,global_023375,,,A,A,True
KWv8DJMEHsE_1,global_023378,,,D,D,True
Lc7RikDaa30_0,global_023371,,,D,A,False
lCvQtGVhUrc_1,global_023374,1,Change Detection,B,A,False
KWv8DJMEHsE_0,global_023377,,,D,D,True
0WEnmqVVbHo_0,global_023379,2,Interaction Recognition,B,C,False
uWBh0meTg08_1,global_023383,3,Action Transition,A,D,False
uWBh0meTg08_0,global_023382,3,Action Transition,A,A,True
f2-6Mh6lyQQ_0,global_023380,2,Interaction Recognition,A,C,False
f2-6Mh6lyQQ_1,global_023381,5,Holistic Understanding of Events,E,E,True
GawGUhl9zuQ_0,global_023384,1,Change Detection,A,B,False
GawGUhl9zuQ_1,global_023385,1,Change Detection,D,E,False
2zZSMnGLGao_0,global_023386,5,Holistic Understanding of Events,E,E,True
mkqgTAe2_O4_1,global_023390,,,B,E,False
mkqgTAe2_O4_0,global_023389,,,A,B,False
2zZSMnGLGao_1,global_023387,5,Holistic Understanding of Events,D,A,False
zkmoxOKhpvk_0,global_023393,5,Holistic Understanding of Events,C,E,False
T57jVsvVVR0_0,global_023388,5,Holistic Understanding of Events,A,B,False
lQODAJ_F5yE_0,global_023391,,,C,E,False
lQODAJ_F5yE_1,global_023392,,,B,C,False
fp1r40w_PtA_0,global_023395,5,Holistic Understanding of Events,B,C,False
zkmoxOKhpvk_1,global_023394,2,Interaction Recognition,B,B,True
fp1r40w_PtA_1,global_023396,1,Change Detection,A,D,False
Aw1_7wSaeKk_0,global_023397,1,Change Detection,B,D,False
Aw1_7wSaeKk_1,global_023398,1,Change Detection,B,B,True
iJgh2dnudIU_0,global_023400,,,A,D,False
iJgh2dnudIU_1,global_023401,,,E,A,False
DRIpznER-VQ_0,global_023399,,,B,B,True
ze66pbJYr18_0,global_023402,,,C,C,True
AjF13uKVQa0_0,global_023404,2,Interaction Recognition,B,B,True
ze66pbJYr18_1,global_023403,,,A,A,True
AjF13uKVQa0_1,global_023405,,,D,D,True
X29dPzJIMbA_0,global_023406,,,D,C,False
WM78_KqcrSY_1,global_023409,3,Action Transition,C,C,True
F8Ma1qs0Rkg_1,global_023411,1,Change Detection,D,D,True
F8Ma1qs0Rkg_0,global_023410,1,Change Detection,B,C,False
AYMdAVxALP4_0,global_023412,1,Change Detection,C,B,False
X29dPzJIMbA_1,global_023407,5,Holistic Understanding of Events,A,A,True
cc0T2vtuJtc_1,global_023415,,,D,A,False
AYMdAVxALP4_1,global_023413,1,Change Detection,D,B,False
cc0T2vtuJtc_0,global_023414,,,C,B,False
WmrwQMFZLqI_0,global_023416,,,D,B,False
6Lb1PyJxVQM_0,global_023418,,,B,B,True
BtaVRhoLpC0_0,global_023420,5,Holistic Understanding of Events,B,B,True
WmrwQMFZLqI_1,global_023417,,,C,A,False
BtaVRhoLpC0_1,global_023421,5,Holistic Understanding of Events,A,A,True
ozpGTw6DrXs_0,global_023422,,,C,A,False
6Lb1PyJxVQM_1,global_023419,,,A,A,True
ozpGTw6DrXs_1,global_023423,,,C,C,True
XR3Ov2nQ39s_0,global_023424,1,Change Detection,A,D,False
Jaw7eWzgWr0_0,global_023430,,,C,C,True
_qepWb_NVj4_1,global_023427,1,Change Detection,A,A,True
z6HTO2SOxUc_1,global_023429,,,C,C,True
_qepWb_NVj4_0,global_023426,1,Change Detection,D,D,True
z6HTO2SOxUc_0,global_023428,,,D,D,True
Jaw7eWzgWr0_1,global_023431,,,C,C,True
XR3Ov2nQ39s_1,global_023425,,,D,A,False
9m4wi5gPdHg_0,global_023432,1,Change Detection,C,C,True
9m4wi5gPdHg_1,global_023433,3,Action Transition,A,A,True
a_8G0PzVFbc_0,global_023434,1,Change Detection,C,A,False
97nEBjiQI1M_0,global_023436,3,Action Transition,D,E,False
a_8G0PzVFbc_1,global_023435,1,Change Detection,D,D,True
97nEBjiQI1M_1,global_023437,5,Holistic Understanding of Events,B,D,False
KlZpZVphLrc_0,global_023438,,,A,A,True
KlZpZVphLrc_1,global_023439,,,B,B,True
AxciimuEZAc_0,global_023440,,,A,A,True
kk-iRzLv81o_0,global_023442,2,Interaction Recognition,D,A,False
AxciimuEZAc_1,global_023441,,,A,A,True
kk-iRzLv81o_1,global_023443,,,A,C,False
Fo97qfO-9_g_1,global_023445,2,Interaction Recognition,B,B,True
Fo97qfO-9_g_0,global_023444,5,Holistic Understanding of Events,C,D,False
lojHyp1k0gE_0,global_023448,2,Interaction Recognition,B,B,True
qbA42wQoWAs_1,global_023447,5,Holistic Understanding of Events,B,B,True
lojHyp1k0gE_1,global_023449,5,Holistic Understanding of Events,B,B,True
mbcvVYobCXI_0,global_023450,3,Action Transition,B,D,False
qbA42wQoWAs_0,global_023446,5,Holistic Understanding of Events,B,A,False
UN3ICsfqKEY_0,global_023451,,,D,D,True
UN3ICsfqKEY_1,global_023452,,,D,A,False
yXXhrMqfMlk_0,global_023453,,,A,C,False
Z7Cox6lPW3c_1,global_023456,,,B,B,True
yXXhrMqfMlk_1,global_023454,,,B,C,False
Z7Cox6lPW3c_0,global_023455,,,B,B,True
2edlqFUTDVc_0,global_023458,5,Holistic Understanding of Events,E,E,True
2edlqFUTDVc_1,global_023459,2,Interaction Recognition,D,D,True
hf4WUOagFAw_0,global_023460,5,Holistic Understanding of Events,A,A,True
zTeDF7mQ88A_0,global_023462,1,Change Detection,A,A,True
hf4WUOagFAw_1,global_023461,1,Change Detection,E,B,False
zTeDF7mQ88A_1,global_023463,1,Change Detection,A,A,True
yl-6-Yzt--A_0,global_023464,5,Holistic Understanding of Events,C,C,True
md3LVlEzFBU_1,global_023466,,,D,D,True
md3LVlEzFBU_0,global_023465,,,D,D,True
7MemY9jOmuk_0,global_023467,,,B,E,False
N4VtpYgZLVg_1,global_023470,,,B,B,True
N4VtpYgZLVg_0,global_023469,,,E,E,True
6d-EVupvWzU_0,global_023471,1,Change Detection,B,C,False
7MemY9jOmuk_1,global_023468,,,A,B,False
6d-EVupvWzU_1,global_023472,5,Holistic Understanding of Events,E,E,True
RQOdl64DtdI_0,global_023474,3,Action Transition,A,B,False
vix2_R79-l4_0,global_023475,1,Change Detection,B,B,True
4QSmRYQBfN4_0,global_023473,1,Change Detection,C,C,True
M-YfPangEfA_0,global_023477,,,B,D,False
gyV6EqgiPNg_0,global_023476,,,D,D,True
Kz8_rwVn094_0,global_023478,5,Holistic Understanding of Events,B,C,False
TxbSa3ux8SU_0,global_023479,1,Change Detection,A,B,False
UbcWAfHo5j0_0,global_023481,,,D,D,True
iHNjWhx3EaI_0,global_023480,,,C,D,False
uDZrl35yeZE_0,global_023482,1,Change Detection,D,E,False
US5Oz0q0BVE_0,global_023483,,,B,B,True
lcEaHk8f4Co_0,global_023484,,,B,B,True
i6C6r2g4Y7Q_0,global_023485,1,Change Detection,D,A,False
W94Rth-aIkc_0,global_023486,,,A,A,True
k194yU67Zik_0,global_023487,,,B,E,False
v-7zF3Y0yJs_0,global_023488,,,D,D,True
PCz04UJFaUY_0,global_023489,3,Action Transition,E,E,True
I2Fyzav8MxE_0,global_023490,1,Change Detection,B,A,False
qsH6q5wNso4_1,global_023807,5,Holistic Understanding of Events,C,D,False
NSeq-nVSY_E_1,global_023801,5,Holistic Understanding of Events,B,B,True
Ro_8-CCORzk_0,global_023809,1,Change Detection,C,C,True
Ro_8-CCORzk_2,global_023811,1,Change Detection,E,E,True
QPth_xqBXGY_1,global_023813,1,Change Detection,B,D,False
Ro_8-CCORzk_1,global_023810,1,Change Detection,B,D,False
QPth_xqBXGY_0,global_023812,1,Change Detection,B,C,False
QPth_xqBXGY_2,global_023814,1,Change Detection,A,C,False
_7sd4fjnmvc_1,global_023816,,,D,D,True
_7sd4fjnmvc_0,global_023815,,,C,C,True
T15Kv6dtYO0_1,global_023819,,,D,D,True
_7sd4fjnmvc_2,global_023817,1,Change Detection,E,E,True
T15Kv6dtYO0_0,global_023818,,,C,C,True
T15Kv6dtYO0_2,global_023820,,,A,A,True
51dUUxFOjDE_0,global_023821,5,Holistic Understanding of Events,C,E,False
51dUUxFOjDE_1,global_023822,3,Action Transition,A,E,False
Jfp1Ks7Hh1E_0,global_023824,1,Change Detection,A,A,True
51dUUxFOjDE_2,global_023823,3,Action Transition,A,C,False
2vVQo_GMA70_2,global_023826,3,Action Transition,E,E,True
Sn7JPKbG6tY_0,global_023827,,,A,A,True
Sn7JPKbG6tY_1,global_023828,,,B,B,True
2vVQo_GMA70_1,global_023825,1,Change Detection,E,E,True
pJI5ZU6wxqg_0,global_023830,1,Change Detection,E,D,False
Sn7JPKbG6tY_2,global_023829,,,A,A,True
pJI5ZU6wxqg_2,global_023832,3,Action Transition,A,E,False
pJI5ZU6wxqg_1,global_023831,3,Action Transition,B,E,False
UMFy3keSk-s_0,global_023836,,,C,D,False
aVHAr8rc-Ks_0,global_023833,1,Change Detection,A,A,True
UMFy3keSk-s_2,global_023838,,,C,C,True
aVHAr8rc-Ks_1,global_023834,3,Action Transition,B,B,True
UMFy3keSk-s_1,global_023837,,,C,D,False
fryyNwUCPWA_0,global_023839,,,F,C,False
fryyNwUCPWA_1,global_023840,,,C,A,False
aVHAr8rc-Ks_2,global_023835,5,Holistic Understanding of Events,A,D,False
fryyNwUCPWA_2,global_023841,,,B,B,True
bqQTWdk1DAM_1,global_023843,5,Holistic Understanding of Events,B,D,False
bqQTWdk1DAM_0,global_023842,5,Holistic Understanding of Events,C,D,False
bqQTWdk1DAM_2,global_023844,5,Holistic Understanding of Events,B,D,False
I-yg_3yx6iA_0,global_023845,,,D,D,True
I-yg_3yx6iA_1,global_023846,,,C,C,True
fZBC3nmvJb8_0,global_023848,5,Holistic Understanding of Events,D,C,False
I-yg_3yx6iA_2,global_023847,,,C,E,False
fZBC3nmvJb8_1,global_023849,1,Change Detection,A,A,True
fZBC3nmvJb8_2,global_023850,1,Change Detection,B,B,True
2W2ZkYARds4_1,global_023852,1,Change Detection,E,D,False
2W2ZkYARds4_0,global_023851,1,Change Detection,C,C,True
MJYBHfYF8LI_0,global_023854,5,Holistic Understanding of Events,C,C,True
2W2ZkYARds4_2,global_023853,1,Change Detection,C,A,False
yqejTvYILlA_2,global_023859,3,Action Transition,C,A,False
MJYBHfYF8LI_1,global_023855,2,Interaction Recognition,D,C,False
MJYBHfYF8LI_2,global_023856,3,Action Transition,D,D,True
yqejTvYILlA_0,global_023857,3,Action Transition,B,B,True
yqejTvYILlA_1,global_023858,3,Action Transition,D,C,False
571nruSayeo_0,global_023860,,,B,C,False
571nruSayeo_2,global_023862,5,Holistic Understanding of Events,E,E,True
RTUFPjliMCU_0,global_023863,,,D,A,False
571nruSayeo_1,global_023861,,,B,B,True
RTUFPjliMCU_2,global_023865,,,C,D,False
RTUFPjliMCU_1,global_023864,,,A,A,True
8k6M0HD162k_1,global_023867,5,Holistic Understanding of Events,D,C,False
8k6M0HD162k_0,global_023866,5,Holistic Understanding of Events,A,B,False
8k6M0HD162k_2,global_023868,3,Action Transition,E,B,False
ll3tR0kUZHc_0,global_023869,5,Holistic Understanding of Events,B,B,True
ll3tR0kUZHc_1,global_023870,3,Action Transition,D,D,True
Y1YCvEip_ko_1,global_023873,1,Change Detection,D,D,True
ll3tR0kUZHc_2,global_023871,3,Action Transition,E,C,False
vVRC-0VKPrg_0,global_023875,5,Holistic Understanding of Events,A,E,False
vVRC-0VKPrg_1,global_023876,5,Holistic Understanding of Events,C,B,False
Y1YCvEip_ko_0,global_023872,5,Holistic Understanding of Events,B,B,True
Y1YCvEip_ko_2,global_023874,5,Holistic Understanding of Events,D,D,True
vVRC-0VKPrg_2,global_023877,5,Holistic Understanding of Events,E,E,True
ZaXpMou55lw_1,global_023879,,,A,A,True
ZaXpMou55lw_0,global_023878,,,C,C,True
ZaXpMou55lw_2,global_023880,,,C,B,False
wSHPuI7wWIg_0,global_023881,,,D,A,False
wSHPuI7wWIg_2,global_023883,,,A,A,True
wSHPuI7wWIg_1,global_023882,,,C,A,False
NMHmqgO04rU_0,global_023884,,,C,E,False
NMHmqgO04rU_1,global_023885,,,A,E,False
NMHmqgO04rU_2,global_023886,,,D,C,False
dCscvoOX2as_0,global_023887,3,Action Transition,D,C,False
dCscvoOX2as_1,global_023888,1,Change Detection,A,A,True
dCscvoOX2as_2,global_023889,1,Change Detection,A,C,False
7m9XIXyT5_I_0,global_023896,5,Holistic Understanding of Events,D,D,True
7m9XIXyT5_I_1,global_023897,5,Holistic Understanding of Events,D,D,True
M5YKW6fhlss_0,global_023893,5,Holistic Understanding of Events,B,B,True
_Y1pW77M3Pg_0,global_023899,3,Action Transition,C,B,False
M5YKW6fhlss_2,global_023895,1,Change Detection,C,D,False
M5YKW6fhlss_1,global_023894,,,B,D,False
_Y1pW77M3Pg_1,global_023900,3,Action Transition,A,A,True
7m9XIXyT5_I_2,global_023898,2,Interaction Recognition,D,D,True
_Y1pW77M3Pg_2,global_023901,3,Action Transition,A,B,False
J_ZmaKRpyoU_0,global_023905,,,A,A,True
nWDNzv1Gk8Q_1,global_023903,2,Interaction Recognition,D,C,False
J_ZmaKRpyoU_1,global_023906,,,C,C,True
nWDNzv1Gk8Q_0,global_023902,5,Holistic Understanding of Events,B,D,False
6S_e34j6q9U_0,global_023908,1,Change Detection,B,B,True
nWDNzv1Gk8Q_2,global_023904,5,Holistic Understanding of Events,D,D,True
J_ZmaKRpyoU_2,global_023907,,,C,A,False
6S_e34j6q9U_1,global_023909,1,Change Detection,D,D,True
SFfWUrsg4gE_0,global_023491,3,Action Transition,E,B,False
Yh48p5efBTk_0,global_023493,,,C,C,True
iJk-HMfO4yQ_0,global_023494,5,Holistic Understanding of Events,C,C,True
QeXuzEwC9z4_0,global_023495,1,Change Detection,C,C,True
GZc0P3Apfx4_0,global_023497,5,Holistic Understanding of Events,C,C,True
j7kxn5CsHnw_0,global_023492,,,D,E,False
hznvV2bBkX4_0,global_023496,5,Holistic Understanding of Events,B,D,False
HWyDOQrYtCk_0,global_023498,1,Change Detection,C,C,True
lNReCCShKJQ_0,global_023499,1,Change Detection,D,D,True
DxxVla1CRvU_0,global_023500,5,Holistic Understanding of Events,B,B,True
SAkgZJllNzw_0,global_023501,,,A,B,False
ixAU3l0sX_o_0,global_023502,,,D,D,True
Owmy5Vu3BnA_0,global_023503,5,Holistic Understanding of Events,D,D,True
XAAqKoQM8Qc_0,global_023504,1,Change Detection,C,C,True
LQ-mwO30_68_0,global_023506,5,Holistic Understanding of Events,D,A,False
GwcXYTX2GmA_0,global_023505,,,D,C,False
-iCLYpeghJs_0,global_023508,,,D,D,True
StLBHguzO8s_0,global_023507,5,Holistic Understanding of Events,B,A,False
oKX6y9-zTfI_0,global_023509,3,Action Transition,C,D,False
luRqMb5qfhM_0,global_023511,2,Interaction Recognition,B,B,True
ie9NxdgNe0g_0,global_023510,,,C,C,True
8ew0d0JmsfA_0,global_023512,,,D,B,False
e-EtQHH4aWE_0,global_023516,3,Action Transition,A,A,True
aCPNlZ7bvRc_0,global_023513,2,Interaction Recognition,A,A,True
tYqDvtknII4_0,global_023515,3,Action Transition,A,A,True
mYotOV3Q51g_0,global_023514,1,Change Detection,A,C,False
DX-mYMYf8jI_0,global_023519,1,Change Detection,D,D,True
3t_Knk7FWT8_0,global_023518,,,D,D,True
wGWbI3BHVM8_0,global_023523,1,Change Detection,A,A,True
Jim_NG0PYpc_0,global_023517,5,Holistic Understanding of Events,C,A,False
nvG2YMWiwqU_0,global_023520,5,Holistic Understanding of Events,B,B,True
oO8OJZFZT9s_0,global_023522,,,D,A,False
_1kZe-2kiuQ_0,global_023524,5,Holistic Understanding of Events,B,A,False
TXiX3NO5f5w_0,global_023521,5,Holistic Understanding of Events,B,B,True
nBWB-h68E4k_0,global_023527,,,A,D,False
byaqQClCO-Y_0,global_023529,3,Action Transition,C,A,False
fLn06p2HtAc_0,global_023526,1,Change Detection,A,A,True
TynnVVRNZGs_0,global_023525,1,Change Detection,D,D,True
