question_id,global_id,category_id,category_name,pred_answer,answer,correct
851,global_010490,5,Holistic Understanding of Events,C,C,True
854,global_010491,,,C,C,True
855,global_010492,5,Holistic Understanding of Events,B,C,False
856,global_010493,2,Interaction Recognition,D,D,True
857,global_010494,5,Holistic Understanding of Events,C,D,False
858,global_010495,5,Holistic Understanding of Events,D,A,False
859,global_010496,,,A,B,False
860,global_010497,5,Holistic Understanding of Events,A,D,False
869,global_010498,5,Holistic Understanding of Events,A,D,False
898,global_010499,,,D,C,False
899,global_010500,5,Holistic Understanding of Events,A,A,True
900,global_010501,,,C,A,False
901,global_010502,,,B,A,False
903,global_010503,3,Action Transition,C,C,True
908,global_010504,,,B,B,True
911,global_010505,2,Interaction Recognition,D,A,False
912,global_010506,,,A,D,False
913,global_010507,,,B,D,False
914,global_010508,5,Holistic Understanding of Events,B,B,True
916,global_010509,2,Interaction Recognition,B,C,False
917,global_010510,2,Interaction Recognition,C,C,True
918,global_010511,5,Holistic Understanding of Events,A,A,True
977,global_010512,,,A,D,False
978,global_010513,3,Action Transition,C,D,False
979,global_010514,5,Holistic Understanding of Events,D,A,False
983,global_010515,2,Interaction Recognition,A,D,False
984,global_010516,5,Holistic Understanding of Events,C,C,True
985,global_010517,1,Change Detection,B,C,False
989,global_010518,5,Holistic Understanding of Events,A,B,False
991,global_010519,,,D,C,False
992,global_010520,,,D,A,False
993,global_010521,3,Action Transition,D,D,True
995,global_010522,1,Change Detection,A,C,False
996,global_010523,3,Action Transition,A,C,False
998,global_010524,1,Change Detection,A,A,True
999,global_010525,1,Change Detection,A,C,False
1000,global_010526,1,Change Detection,C,D,False
1001,global_010527,3,Action Transition,B,C,False
1002,global_010528,3,Action Transition,D,D,True
1055,global_010529,5,Holistic Understanding of Events,C,C,True
1069,global_010530,,,B,B,True
1070,global_010531,,,B,B,True
1071,global_010532,2,Interaction Recognition,C,D,False
1076,global_010533,,,A,A,True
1077,global_010534,,,C,D,False
1079,global_010535,1,Change Detection,C,B,False
1080,global_010536,,,B,C,False
1082,global_010537,,,C,B,False
1083,global_010538,1,Change Detection,B,A,False
1112,global_010539,2,Interaction Recognition,D,D,True
1113,global_010540,,,A,A,True
1114,global_010541,5,Holistic Understanding of Events,A,A,True
1115,global_010542,1,Change Detection,A,C,False
1117,global_010543,2,Interaction Recognition,C,D,False
1118,global_010544,5,Holistic Understanding of Events,B,B,True
1120,global_010545,5,Holistic Understanding of Events,A,A,True
1122,global_010546,5,Holistic Understanding of Events,B,D,False
1123,global_010547,1,Change Detection,D,A,False
1125,global_010548,5,Holistic Understanding of Events,A,B,False
1126,global_010549,,,D,D,True
1128,global_010550,3,Action Transition,C,C,True
1129,global_010551,3,Action Transition,B,C,False
1130,global_010552,3,Action Transition,B,D,False
1132,global_010553,,,B,B,True
1133,global_010554,5,Holistic Understanding of Events,A,A,True
1134,global_010555,5,Holistic Understanding of Events,B,A,False
1135,global_010556,,,C,D,False
1136,global_010557,,,C,D,False
1137,global_010558,,,D,A,False
1225,global_010559,1,Change Detection,B,B,True
1227,global_010560,,,B,A,False
1229,global_010561,,,C,C,True
1231,global_010562,3,Action Transition,B,D,False
1232,global_010563,5,Holistic Understanding of Events,A,D,False
1233,global_010564,2,Interaction Recognition,A,B,False
1234,global_010565,,,C,C,True
1235,global_010566,1,Change Detection,A,C,False
1237,global_010567,3,Action Transition,D,D,True
1240,global_010568,,,B,D,False
1241,global_010569,,,C,D,False
1243,global_010570,5,Holistic Understanding of Events,A,D,False
1246,global_010571,5,Holistic Understanding of Events,A,D,False
1247,global_010572,,,C,C,True
1248,global_010573,3,Action Transition,B,C,False
1249,global_010574,,,A,A,True
1558,global_010575,,,D,D,True
1562,global_010576,,,C,D,False
1564,global_010577,5,Holistic Understanding of Events,D,B,False
1567,global_010578,,,C,A,False
1569,global_010579,,,A,B,False
1570,global_010580,,,A,B,False
1572,global_010581,5,Holistic Understanding of Events,B,A,False
1575,global_010582,5,Holistic Understanding of Events,D,D,True
1576,global_010583,,,A,C,False
1938,global_010610,,,C,D,False
1944,global_010611,,,D,C,False
1945,global_010612,,,D,D,True
1947,global_010613,1,Change Detection,B,C,False
1948,global_010614,,,D,A,False
1955,global_010615,,,B,B,True
1957,global_010616,,,C,C,True
1958,global_010617,,,A,D,False
1959,global_010618,,,D,D,True
1961,global_010619,,,C,A,False
1962,global_010620,5,Holistic Understanding of Events,A,C,False
1963,global_010621,5,Holistic Understanding of Events,A,C,False
1964,global_010622,,,B,A,False
1965,global_010623,1,Change Detection,C,A,False
1966,global_010624,5,Holistic Understanding of Events,A,D,False
1967,global_010625,,,C,D,False
2362,global_010644,1,Change Detection,A,B,False
2367,global_010645,5,Holistic Understanding of Events,B,A,False
2370,global_010646,,,B,B,True
2371,global_010647,1,Change Detection,D,B,False
2372,global_010648,5,Holistic Understanding of Events,B,B,True
2373,global_010649,1,Change Detection,A,D,False
2375,global_010650,1,Change Detection,D,C,False
2376,global_010651,3,Action Transition,A,C,False
2378,global_010652,5,Holistic Understanding of Events,A,A,True
2379,global_010653,5,Holistic Understanding of Events,A,C,False
2380,global_010654,5,Holistic Understanding of Events,A,A,True
2381,global_010655,,,A,A,True
2383,global_010656,5,Holistic Understanding of Events,B,A,False
2385,global_010657,3,Action Transition,B,D,False
2386,global_010658,2,Interaction Recognition,B,D,False
2387,global_010659,5,Holistic Understanding of Events,C,C,True
2390,global_010660,5,Holistic Understanding of Events,C,C,True
2391,global_010661,5,Holistic Understanding of Events,C,C,True
2392,global_010662,5,Holistic Understanding of Events,C,C,True
2393,global_010663,1,Change Detection,B,B,True
2394,global_010664,,,B,D,False
2395,global_010665,1,Change Detection,B,B,True
2396,global_010666,1,Change Detection,A,A,True
2398,global_010667,,,A,C,False
2400,global_010668,5,Holistic Understanding of Events,D,C,False
2401,global_010669,1,Change Detection,A,C,False
2407,global_010670,1,Change Detection,B,D,False
2408,global_010671,5,Holistic Understanding of Events,E,A,False
2411,global_010672,,,A,B,False
2413,global_010673,1,Change Detection,C,C,True
2414,global_010674,1,Change Detection,D,B,False
2417,global_010675,4,Causal Motion,A,D,False
2561,global_010692,,,C,C,True
2565,global_010693,,,D,B,False
2567,global_010694,5,Holistic Understanding of Events,C,B,False
2568,global_010695,5,Holistic Understanding of Events,C,D,False
2573,global_010696,,,B,B,True
2574,global_010697,5,Holistic Understanding of Events,A,C,False
2576,global_010698,5,Holistic Understanding of Events,B,A,False
2580,global_010699,,,A,A,True
2641,global_010700,5,Holistic Understanding of Events,A,D,False
2642,global_010701,3,Action Transition,A,A,True
2646,global_010702,2,Interaction Recognition,B,D,False
2647,global_010703,1,Change Detection,C,D,False
2651,global_010704,,,B,D,False
2652,global_010705,3,Action Transition,B,D,False
2654,global_010706,,,A,A,True
2657,global_010707,4,Causal Motion,A,B,False
2658,global_010708,5,Holistic Understanding of Events,A,C,False
2664,global_010709,5,Holistic Understanding of Events,D,B,False
2665,global_010710,5,Holistic Understanding of Events,A,A,True
2672,global_010711,2,Interaction Recognition,C,A,False
2673,global_010712,5,Holistic Understanding of Events,B,C,False
2674,global_010713,,,A,C,False
2675,global_010714,4,Causal Motion,A,A,True
2677,global_010715,5,Holistic Understanding of Events,C,D,False
2678,global_010716,1,Change Detection,B,D,False
2680,global_010717,,,A,A,True
2682,global_010718,5,Holistic Understanding of Events,D,A,False
2683,global_010719,3,Action Transition,C,C,True
2684,global_010720,5,Holistic Understanding of Events,C,B,False
2685,global_010721,5,Holistic Understanding of Events,C,C,True
2689,global_010722,2,Interaction Recognition,D,D,True
2692,global_010723,5,Holistic Understanding of Events,C,C,True
2723,global_010724,5,Holistic Understanding of Events,A,A,True
2725,global_010725,5,Holistic Understanding of Events,A,B,False
2728,global_010726,4,Causal Motion,D,A,False
2729,global_010727,5,Holistic Understanding of Events,D,C,False
2731,global_010728,,,C,B,False
2732,global_010729,3,Action Transition,D,C,False
2733,global_010730,4,Causal Motion,D,C,False
2736,global_010731,1,Change Detection,D,C,False
2739,global_010732,3,Action Transition,D,B,False
2741,global_010733,,,C,B,False
2746,global_010734,4,Causal Motion,A,A,True
2747,global_010735,,,C,C,True
2750,global_010736,,,A,A,True
2751,global_010737,1,Change Detection,A,A,True
2753,global_010738,,,B,A,False
2754,global_010739,,,C,C,True
2756,global_010740,,,C,D,False
2757,global_010741,3,Action Transition,A,D,False
2759,global_010742,,,A,A,True
2762,global_010743,5,Holistic Understanding of Events,C,D,False
2763,global_010744,5,Holistic Understanding of Events,C,C,True
2764,global_010745,5,Holistic Understanding of Events,B,D,False
2766,global_010746,5,Holistic Understanding of Events,D,D,True
2767,global_010747,2,Interaction Recognition,D,B,False
2768,global_010748,4,Causal Motion,A,B,False
2769,global_010749,,,D,D,True
2770,global_010750,4,Causal Motion,C,D,False
2771,global_010751,2,Interaction Recognition,B,C,False
2773,global_010752,4,Causal Motion,D,D,True
2776,global_010753,5,Holistic Understanding of Events,A,C,False
2778,global_010754,,,C,A,False
2779,global_010755,5,Holistic Understanding of Events,A,A,True
2780,global_010756,,,B,D,False
2781,global_010757,5,Holistic Understanding of Events,A,A,True
2783,global_010758,5,Holistic Understanding of Events,D,A,False
2786,global_010759,1,Change Detection,A,B,False
2787,global_010760,5,Holistic Understanding of Events,B,B,True
2788,global_010761,5,Holistic Understanding of Events,A,D,False
2790,global_010762,,,C,C,True
2795,global_010763,5,Holistic Understanding of Events,C,A,False
2804,global_010764,,,B,D,False
2805,global_010765,,,D,B,False
2806,global_010766,2,Interaction Recognition,D,B,False
2807,global_010767,4,Causal Motion,D,C,False
2809,global_010768,1,Change Detection,B,B,True
2810,global_010769,5,Holistic Understanding of Events,C,A,False
2812,global_010770,5,Holistic Understanding of Events,A,A,True
2815,global_010771,4,Causal Motion,D,D,True
2817,global_010772,1,Change Detection,D,D,True
2819,global_010773,,,B,B,True
2821,global_010774,3,Action Transition,D,D,True
2822,global_010775,5,Holistic Understanding of Events,B,D,False
2823,global_010776,3,Action Transition,C,B,False
2824,global_010777,1,Change Detection,A,D,False
2825,global_010778,4,Causal Motion,C,C,True
2826,global_010779,5,Holistic Understanding of Events,B,C,False
2827,global_010780,,,B,D,False
2828,global_010781,5,Holistic Understanding of Events,A,D,False
2829,global_010782,1,Change Detection,B,A,False
2832,global_010783,,,B,A,False
2833,global_010784,1,Change Detection,B,C,False
2834,global_010785,5,Holistic Understanding of Events,A,C,False
2837,global_010786,3,Action Transition,D,B,False
2958,global_010787,,,B,D,False
2963,global_010788,5,Holistic Understanding of Events,A,D,False
2965,global_010789,,,B,B,True
2967,global_010790,5,Holistic Understanding of Events,A,C,False
2972,global_010791,1,Change Detection,D,A,False
2975,global_010792,,,B,B,True
2976,global_010793,1,Change Detection,C,C,True
2977,global_010794,5,Holistic Understanding of Events,C,D,False
2981,global_010795,5,Holistic Understanding of Events,C,D,False
2982,global_010796,,,C,B,False
2983,global_010797,2,Interaction Recognition,D,C,False
2984,global_010798,3,Action Transition,A,C,False
2987,global_010799,5,Holistic Understanding of Events,D,D,True
3166,global_010800,1,Change Detection,C,D,False
3167,global_010801,5,Holistic Understanding of Events,A,A,True
3168,global_010802,5,Holistic Understanding of Events,A,A,True
3171,global_010803,4,Causal Motion,D,A,False
3173,global_010804,4,Causal Motion,A,B,False
3174,global_010805,3,Action Transition,A,B,False
3176,global_010806,2,Interaction Recognition,D,A,False
3177,global_010807,4,Causal Motion,C,C,True
3178,global_010808,2,Interaction Recognition,B,C,False
3180,global_010809,,,C,B,False
3181,global_010810,4,Causal Motion,A,A,True
3182,global_010811,,,A,C,False
3183,global_010812,,,C,B,False
3184,global_010813,,,B,A,False
3186,global_010814,5,Holistic Understanding of Events,D,D,True
3187,global_010815,1,Change Detection,A,A,True
3188,global_010816,1,Change Detection,A,C,False
3189,global_010817,5,Holistic Understanding of Events,A,A,True
3335,global_010818,,,D,C,False
3336,global_010819,5,Holistic Understanding of Events,D,B,False
3339,global_010820,,,C,C,True
3341,global_010821,5,Holistic Understanding of Events,D,D,True
3343,global_010822,3,Action Transition,C,D,False
3347,global_010823,1,Change Detection,B,B,True
3350,global_010824,2,Interaction Recognition,B,B,True
3352,global_010825,2,Interaction Recognition,A,C,False
3356,global_010826,2,Interaction Recognition,A,B,False
3357,global_010827,,,B,B,True
3358,global_010828,,,A,C,False
3361,global_010829,1,Change Detection,B,D,False
3363,global_010830,5,Holistic Understanding of Events,C,C,True
3364,global_010831,5,Holistic Understanding of Events,B,C,False
3367,global_010832,5,Holistic Understanding of Events,D,D,True
3368,global_010833,5,Holistic Understanding of Events,C,B,False
3369,global_010834,2,Interaction Recognition,C,C,True
3370,global_010835,,,C,B,False
3371,global_010836,5,Holistic Understanding of Events,A,A,True
3372,global_010837,5,Holistic Understanding of Events,C,B,False
3377,global_010838,1,Change Detection,C,B,False
3378,global_010839,2,Interaction Recognition,A,A,True
3380,global_010840,5,Holistic Understanding of Events,A,C,False
3382,global_010841,5,Holistic Understanding of Events,C,D,False
3383,global_010842,1,Change Detection,B,A,False
3385,global_010843,2,Interaction Recognition,F,C,False
3389,global_010844,3,Action Transition,C,C,True
3390,global_010845,5,Holistic Understanding of Events,A,C,False
3392,global_010846,,,C,A,False
3393,global_010847,1,Change Detection,A,C,False
3395,global_010848,5,Holistic Understanding of Events,B,A,False
3397,global_010849,,,B,A,False
3399,global_010850,,,D,D,True
3436,global_010851,,,A,A,True
3437,global_010852,3,Action Transition,B,B,True
3438,global_010853,1,Change Detection,A,B,False
3439,global_010854,5,Holistic Understanding of Events,C,C,True
3442,global_010855,3,Action Transition,C,D,False
3443,global_010856,1,Change Detection,C,B,False
3444,global_010857,5,Holistic Understanding of Events,A,D,False
3446,global_010858,5,Holistic Understanding of Events,B,B,True
3449,global_010859,1,Change Detection,D,D,True
3451,global_010860,1,Change Detection,A,C,False
3453,global_010861,3,Action Transition,D,D,True
3454,global_010862,4,Causal Motion,D,D,True
3455,global_010863,,,D,A,False
3457,global_010864,1,Change Detection,A,C,False
3459,global_010865,3,Action Transition,A,A,True
3628,global_010866,1,Change Detection,A,B,False
3629,global_010867,5,Holistic Understanding of Events,B,B,True
3630,global_010868,5,Holistic Understanding of Events,A,C,False
3632,global_010869,1,Change Detection,C,C,True
3633,global_010870,1,Change Detection,A,C,False
3634,global_010871,2,Interaction Recognition,D,B,False
3637,global_010872,2,Interaction Recognition,D,D,True
3638,global_010873,2,Interaction Recognition,A,C,False
3641,global_010874,2,Interaction Recognition,B,A,False
3640,global_010875,,,A,A,True
3646,global_010876,5,Holistic Understanding of Events,B,B,True
3642,global_010877,4,Causal Motion,A,C,False
3649,global_010878,2,Interaction Recognition,D,B,False
3773,global_010879,5,Holistic Understanding of Events,A,A,True
3774,global_010880,5,Holistic Understanding of Events,B,A,False
3777,global_010881,1,Change Detection,A,D,False
3779,global_010882,2,Interaction Recognition,D,A,False
3782,global_010883,1,Change Detection,B,A,False
3783,global_010884,2,Interaction Recognition,D,D,True
3785,global_010885,1,Change Detection,A,C,False
3786,global_010886,5,Holistic Understanding of Events,C,C,True
3787,global_010887,2,Interaction Recognition,C,A,False
3789,global_010888,4,Causal Motion,A,C,False
3790,global_010889,,,A,B,False
3791,global_010890,5,Holistic Understanding of Events,E,C,False
3792,global_010891,2,Interaction Recognition,D,B,False
3793,global_010892,,,C,D,False
3794,global_010893,2,Interaction Recognition,D,C,False
3796,global_010894,1,Change Detection,C,D,False
3798,global_010895,2,Interaction Recognition,C,A,False
3799,global_010896,5,Holistic Understanding of Events,A,B,False
3801,global_010897,5,Holistic Understanding of Events,A,A,True
3802,global_010898,5,Holistic Understanding of Events,E,A,False
3946,global_010899,5,Holistic Understanding of Events,D,B,False
3948,global_010900,,,D,D,True
3955,global_010901,,,C,D,False
3959,global_010902,5,Holistic Understanding of Events,D,A,False
3960,global_010903,1,Change Detection,A,D,False
3961,global_010904,1,Change Detection,A,C,False
3962,global_010905,1,Change Detection,B,B,True
3963,global_010906,4,Causal Motion,B,B,True
3964,global_010907,1,Change Detection,A,A,True
3966,global_010908,5,Holistic Understanding of Events,A,C,False
3968,global_010909,5,Holistic Understanding of Events,D,D,True
3970,global_010910,1,Change Detection,C,B,False
3974,global_010911,,,B,A,False
3976,global_010912,5,Holistic Understanding of Events,B,C,False
3977,global_010913,5,Holistic Understanding of Events,C,D,False
3978,global_010914,4,Causal Motion,A,C,False
3979,global_010915,5,Holistic Understanding of Events,A,C,False
3982,global_010916,3,Action Transition,B,D,False
3984,global_010917,3,Action Transition,D,A,False
3986,global_010918,5,Holistic Understanding of Events,B,B,True
3988,global_010919,5,Holistic Understanding of Events,B,D,False
3989,global_010920,5,Holistic Understanding of Events,A,B,False
3990,global_010921,5,Holistic Understanding of Events,D,D,True
3994,global_010922,5,Holistic Understanding of Events,C,B,False
3997,global_010923,5,Holistic Understanding of Events,B,D,False
3998,global_010924,1,Change Detection,B,C,False
3999,global_010925,5,Holistic Understanding of Events,B,D,False
4083,global_010926,1,Change Detection,A,A,True
4086,global_010927,5,Holistic Understanding of Events,C,B,False
4089,global_010928,1,Change Detection,C,D,False
4090,global_010929,2,Interaction Recognition,C,C,True
4092,global_010930,5,Holistic Understanding of Events,C,C,True
4098,global_010931,3,Action Transition,B,A,False
4104,global_010932,,,A,A,True
4167,global_010933,5,Holistic Understanding of Events,D,D,True
4169,global_010934,,,C,A,False
4172,global_010935,1,Change Detection,D,C,False
4174,global_010936,5,Holistic Understanding of Events,B,B,True
4177,global_010937,,,B,C,False
4178,global_010938,1,Change Detection,D,C,False
4182,global_010939,1,Change Detection,C,C,True
4187,global_010940,1,Change Detection,D,D,True
4188,global_010941,3,Action Transition,D,D,True
4189,global_010942,,,B,B,True
4190,global_010943,5,Holistic Understanding of Events,C,B,False
4450,global_010944,5,Holistic Understanding of Events,D,D,True
4452,global_010945,,,D,D,True
4454,global_010946,,,A,A,True
4455,global_010947,2,Interaction Recognition,D,A,False
4458,global_010948,2,Interaction Recognition,D,C,False
4459,global_010949,,,D,B,False
4461,global_010950,5,Holistic Understanding of Events,D,D,True
4462,global_010951,3,Action Transition,A,B,False
4463,global_010952,,,A,A,True
4467,global_010953,3,Action Transition,C,A,False
4469,global_010954,2,Interaction Recognition,B,C,False
4470,global_010955,1,Change Detection,B,C,False
4471,global_010956,5,Holistic Understanding of Events,A,C,False
4472,global_010957,1,Change Detection,B,D,False
4473,global_010958,,,A,B,False
4476,global_010959,3,Action Transition,B,B,True
4477,global_010960,5,Holistic Understanding of Events,B,D,False
4478,global_010961,5,Holistic Understanding of Events,B,D,False
4482,global_010962,5,Holistic Understanding of Events,A,D,False
4490,global_010963,,,D,D,True
4491,global_010964,,,C,D,False
4492,global_010965,5,Holistic Understanding of Events,A,B,False
4495,global_010966,,,A,A,True
4496,global_010967,1,Change Detection,A,D,False
4497,global_010968,5,Holistic Understanding of Events,D,C,False
4498,global_010969,1,Change Detection,C,C,True
4500,global_010970,1,Change Detection,A,B,False
4502,global_010971,5,Holistic Understanding of Events,A,A,True
4503,global_010972,,,A,A,True
4505,global_010973,5,Holistic Understanding of Events,A,A,True
4506,global_010974,3,Action Transition,C,C,True
4678,global_010975,5,Holistic Understanding of Events,C,A,False
4680,global_010976,5,Holistic Understanding of Events,C,A,False
4682,global_010977,,,D,B,False
4683,global_010978,,,C,A,False
4684,global_010979,4,Causal Motion,D,D,True
4686,global_010980,2,Interaction Recognition,A,B,False
4689,global_010981,5,Holistic Understanding of Events,B,B,True
4691,global_010982,5,Holistic Understanding of Events,C,C,True
4692,global_010983,,,B,A,False
4693,global_010984,,,D,B,False
4694,global_010985,1,Change Detection,C,A,False
4697,global_010986,5,Holistic Understanding of Events,B,A,False
4698,global_010987,2,Interaction Recognition,B,C,False
4699,global_010988,4,Causal Motion,A,D,False
4702,global_010989,2,Interaction Recognition,C,A,False
4703,global_010990,,,D,B,False
4704,global_010991,2,Interaction Recognition,A,B,False
4705,global_010992,1,Change Detection,A,B,False
4706,global_010993,5,Holistic Understanding of Events,D,D,True
4739,global_010994,5,Holistic Understanding of Events,B,B,True
4741,global_010995,,,A,A,True
4742,global_010996,1,Change Detection,B,D,False
4744,global_010997,,,D,C,False
4745,global_010998,,,C,B,False
4747,global_010999,,,B,B,True
4748,global_011000,2,Interaction Recognition,A,A,True
4750,global_011001,,,A,A,True
4751,global_011002,,,B,D,False
4753,global_011003,2,Interaction Recognition,A,A,True
4754,global_011004,,,A,C,False
4757,global_011005,,,A,A,True
4759,global_011006,,,D,B,False
4760,global_011007,2,Interaction Recognition,C,D,False
4762,global_011008,5,Holistic Understanding of Events,B,C,False
4764,global_011009,5,Holistic Understanding of Events,D,A,False
4765,global_011010,3,Action Transition,B,B,True
4769,global_011011,1,Change Detection,A,A,True
4771,global_011012,5,Holistic Understanding of Events,D,C,False
4777,global_011013,3,Action Transition,A,C,False
4783,global_011014,2,Interaction Recognition,A,D,False
4784,global_011015,5,Holistic Understanding of Events,B,C,False
4789,global_011016,3,Action Transition,B,C,False
4791,global_011017,5,Holistic Understanding of Events,A,A,True
4792,global_011018,2,Interaction Recognition,A,B,False
4793,global_011019,,,A,D,False
4794,global_011020,3,Action Transition,A,B,False
4797,global_011021,3,Action Transition,A,A,True
4798,global_011022,,,D,D,True
4799,global_011023,1,Change Detection,A,B,False
4831,global_011024,,,A,C,False
4833,global_011025,5,Holistic Understanding of Events,B,B,True
4834,global_011026,5,Holistic Understanding of Events,B,A,False
4838,global_011027,,,A,A,True
4840,global_011028,,,C,D,False
4841,global_011029,5,Holistic Understanding of Events,C,B,False
4845,global_011030,,,C,C,True
4846,global_011031,,,D,D,True
4847,global_011032,1,Change Detection,B,B,True
4849,global_011033,5,Holistic Understanding of Events,A,D,False
4852,global_011034,2,Interaction Recognition,D,A,False
4853,global_011035,1,Change Detection,B,B,True
4854,global_011036,5,Holistic Understanding of Events,B,A,False
4855,global_011037,3,Action Transition,C,D,False
5038,global_011038,5,Holistic Understanding of Events,B,D,False
5044,global_011039,3,Action Transition,D,D,True
5048,global_011040,3,Action Transition,A,B,False
5049,global_011041,5,Holistic Understanding of Events,B,C,False
5050,global_011042,5,Holistic Understanding of Events,A,B,False
5052,global_011043,4,Causal Motion,A,D,False
5054,global_011044,5,Holistic Understanding of Events,B,B,True
5058,global_011045,2,Interaction Recognition,C,B,False
5061,global_011046,5,Holistic Understanding of Events,D,B,False
5063,global_011047,,,A,C,False
5253,global_011048,1,Change Detection,C,B,False
5254,global_011049,1,Change Detection,C,C,True
5256,global_011050,1,Change Detection,C,D,False
5257,global_011051,1,Change Detection,D,D,True
5258,global_011052,5,Holistic Understanding of Events,A,A,True
5259,global_011053,5,Holistic Understanding of Events,B,D,False
5260,global_011054,5,Holistic Understanding of Events,A,D,False
5261,global_011055,5,Holistic Understanding of Events,A,D,False
5262,global_011056,,,C,D,False
5263,global_011057,4,Causal Motion,C,C,True
5267,global_011058,1,Change Detection,B,A,False
5268,global_011059,5,Holistic Understanding of Events,A,B,False
5270,global_011060,5,Holistic Understanding of Events,D,A,False
5272,global_011061,,,A,A,True
5274,global_011062,1,Change Detection,C,A,False
5275,global_011063,1,Change Detection,A,D,False
5277,global_011064,5,Holistic Understanding of Events,A,A,True
5279,global_011065,5,Holistic Understanding of Events,A,D,False
